,Flow,Accuracy
124,weka.SMO_RBFKernel(1),0.912281
125,weka.Bagging_REPTree(1),0.986637
126,weka.SMO_PolyKernel(1),0.760976
127,weka.J48(1),0.634146
128,weka.SMO_RBFKernel(1),0.719298
129,weka.OneR(1),0.836303
130,weka.MultiClassClassifierUpdateable_SGD(1),0.912281
131,weka.SMO_RBFKernel(1),0.929825
132,weka.SMO_RBFKernel(1),0.809577
133,weka.SMO_RBFKernel(1),0.914254
134,weka.SMO_RBFKernel(1),0.756098
135,weka.SMO_RBFKernel(1),0.580488
136,weka.SMO_RBFKernel(1),0.609756
137,weka.DecisionStump(1),0.453659
138,weka.RandomSubSpace_REPTree(1),0.682927
139,weka.SMO_RBFKernel(1),0.985523
140,weka.J48(1),0.789474
141,weka.SMO_RBFKernel(1),0.761693
142,weka.Bagging_REPTree(1),0.658537
143,weka.IBk(1),0.62439
144,weka.SMO_RBFKernel(1),0.604878
145,weka.J48(1),0.789474
146,weka.RandomCommittee_RandomTree(1),0.929825
147,weka.LMT(1),0.993318
148,weka.REPTree(1),0.754386
149,weka.IBk(1),0.96882
150,weka.J48(1),0.736842
151,weka.OneR(1),0.836303
152,weka.REPTree(1),0.560976
153,weka.SMO_PolyKernel(1),0.993318
154,weka.RandomForest(1),0.760976
155,weka.IBk(1),0.609756
156,weka.J48(1),0.789474
157,weka.SMO_RBFKernel(1),0.326829
158,weka.SMO_RBFKernel(1),0.914254
159,weka.Bagging_REPTree(1),0.639024
160,weka.SMO_PolyKernel(1),0.966592
161,weka.NaiveBayes(1),0.55122
162,weka.Bagging_REPTree(1),0.986637
163,weka.RandomCommittee_RandomTree(1),0.829268
164,weka.J48(1),0.988864
165,weka.IBk(1),0.894737
166,weka.SMO_RBFKernel(1),0.326829
167,weka.IBk(1),0.929825
168,weka.SMO_PolyKernel(1),0.929825
169,weka.J48(1),0.807018
170,weka.SMO_PolyKernel(1),0.929825
171,weka.SMO_RBFKernel(1),0.761693
172,weka.OneR(1),0.754386
173,weka.J48(1),0.965479
174,weka.Bagging_REPTree(1),0.643902
175,weka.IBk(1),0.585366
176,weka.SMO_RBFKernel(1),0.877193
177,weka.IBk(1),0.619512
178,weka.SMO_PolyKernel(1),0.989978
179,weka.SMO_PolyKernel(1),0.912281
180,weka.SMO_PolyKernel(1),0.989978
181,weka.IBk(1),0.859649
182,weka.OneR(1),0.824561
183,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.736585
184,weka.IBk(1),0.585366
185,weka.AdaBoostM1_DecisionStump(1),0.929825
186,weka.OneR(1),0.754386
187,weka.SMO_RBFKernel(1),0.649123
188,weka.LMT(1),0.993318
189,weka.SMO_PolyKernel(1),0.894737
190,weka.RandomForest(1),0.754386
191,weka.LMT(1),0.929825
192,weka.SMO_RBFKernel(1),0.55122
193,weka.AdaBoostM1_DecisionStump(1),0.836303
194,weka.RandomForest(1),0.894737
195,weka.IBk(1),0.859649
196,weka.IBk(1),0.975501
197,weka.Logistic(1),0.947368
198,weka.SMO_RBFKernel(1),0.653659
199,weka.SMO_RBFKernel(1),0.649123
200,weka.SMO_RBFKernel(1),0.649123
201,weka.J48(1),0.966592
202,weka.AdaBoostM1_DecisionStump(1),0.453659
203,weka.SMO_RBFKernel(1),0.609756
204,weka.SMO_RBFKernel(1),0.719298
205,weka.SMO_RBFKernel(1),0.955457
206,weka.IBk(1),0.57561
207,weka.SMO_PolyKernel(1),0.991091
208,weka.LogitBoost_DecisionStump(1),0.795122
209,weka.IBk(1),0.955457
210,weka.SMO_PolyKernel(1),0.760976
211,weka.SMO_PolyKernel(1),0.942094
212,weka.SMO_RBFKernel(1),0.973274
213,weka.SMO_PolyKernel(1),0.760976
214,weka.SMO_RBFKernel(1),0.570732
215,weka.J48(1),0.965479
216,weka.SMO_RBFKernel(1),0.326829
217,weka.Bagging_REPTree(1),0.663415
218,weka.J48(1),0.966592
219,weka.J48(1),0.807018
220,weka.LogitBoost_DecisionStump(1),0.994432
221,weka.IBk(1),0.957684
222,weka.KStar(1),0.929825
223,weka.SMO_PolyKernel(1),0.912281
224,weka.J48(1),0.789474
225,weka.SMO_RBFKernel(1),0.761693
226,weka.J48(1),0.988864
227,weka.SMO_PolyKernel(1),0.994432
228,weka.J48(1),0.565854
229,weka.IBk(1),0.877193
230,weka.LMT(1),0.929825
231,weka.LMT(1),0.993318
232,weka.AdaBoostM1_DecisionStump(1),0.929825
233,weka.RandomForest(1),0.853659
234,weka.IBk(1),0.894737
235,weka.SMO_RBFKernel(1),0.585366
236,weka.SMO_PolyKernel(1),0.912281
237,weka.SMO_PolyKernel(1),0.992205
238,weka.J48(1),0.804878
239,weka.LMT(1),0.993318
240,weka.AdaBoostM1_DecisionStump(1),0.836303
241,weka.RandomForest(1),0.877193
242,weka.RandomForest(1),0.97216
243,weka.PART(1),0.789474
244,weka.J48(1),0.985523
245,weka.SMO_RBFKernel(1),0.719298
246,weka.J48(1),0.789474
247,weka.LMT(1),0.741463
248,weka.RandomSubSpace_REPTree(1),0.824561
249,weka.SMO_PolyKernel(1),0.756098
250,weka.SMO_RBFKernel(1),0.81069
251,weka.SMO_PolyKernel(1),0.991091
252,weka.Vote_ZeroR(1),0.649123
253,weka.NaiveBayes(1),0.964912
254,weka.SMO_PolyKernel(1),0.877193
255,weka.IBk(1),0.95657
256,weka.IBk(1),0.971047
257,weka.SMO_RBFKernel(1),0.719298
258,weka.IBk(1),0.95657
259,weka.LogitBoost_DecisionStump(1),0.994432
260,weka.SMO_RBFKernel(1),0.57561
261,weka.J48(1),0.804878
262,weka.OneR(1),0.754386
263,weka.Bagging_REPTree(1),0.877193
264,weka.Bagging_REPTree(1),0.877193
265,weka.OneR(1),0.736842
266,weka.J48(1),0.807018
267,weka.J48(1),0.712195
268,weka.J48(1),0.536585
269,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.789474
270,weka.J48(1),0.619512
271,weka.RandomForest(1),0.994432
272,weka.SMO_RBFKernel(1),0.912281
273,weka.J48(1),0.98441
274,weka.Bagging_REPTree(1),0.877193
275,weka.SMO_PolyKernel(1),0.947368
276,weka.Bagging_REPTree(1),0.859649
277,weka.J48(1),0.789474
278,weka.OneR(1),0.629268
279,weka.OneR(1),0.541463
280,weka.J48(1),0.966592
281,weka.J48(1),0.8
282,weka.J48(1),0.807018
283,weka.SMO_RBFKernel(1),0.761693
284,weka.PART(1),0.717073
285,weka.AdaBoostM1_DecisionStump(1),0.453659
286,weka.RandomForest(1),0.985523
287,weka.LogitBoost_DecisionStump(1),0.992205
288,weka.RandomForest(1),0.877193
289,weka.RandomForest(1),0.858537
290,weka.SMO_RBFKernel(1),0.719298
291,weka.J48(1),0.736842
292,weka.SMO_RBFKernel(1),0.929825
293,weka.SMO_PolyKernel(1),0.947368
294,weka.J48(1),0.988864
295,weka.SMO_RBFKernel(1),0.809577
296,weka.AdaBoostM1_DecisionStump(1),0.453659
297,weka.SMO_RBFKernel(1),0.360976
298,weka.SMO_RBFKernel(1),0.673171
299,weka.J48(1),0.965479
300,weka.IBk(1),0.877193
301,weka.SMO_RBFKernel(1),0.797327
302,weka.SMO_RBFKernel(1),0.570732
303,weka.SMO_RBFKernel(1),0.905345
304,weka.Bagging_REPTree(1),0.988864
305,weka.J48(1),0.697561
306,weka.SMO_PolyKernel(1),0.877193
307,weka.SMO_RBFKernel(1),0.687805
308,weka.LogitBoost_DecisionStump(1),0.929825
309,weka.AdaBoostM1_DecisionStump(1),0.453659
310,weka.Bagging_REPTree(1),0.988864
311,weka.SMO_PolyKernel(1),0.760976
312,weka.SMO_PolyKernel(1),0.721951
313,weka.ZeroR(1),0.326829
314,weka.OneR(1),0.836303
315,weka.IBk(1),0.971047
316,weka.J48(1),0.985523
317,weka.RandomForest(1),0.993318
318,weka.AdaBoostM1_DecisionStump(1),0.836303
319,weka.RandomForest(1),0.834146
320,weka.SMO_RBFKernel(1),0.969933
321,weka.SMO_PolyKernel(1),0.929825
322,weka.J48(1),0.989978
323,weka.SMO_RBFKernel(1),0.595122
324,weka.J48(1),0.560976
325,weka.Bagging_REPTree(1),0.877193
326,weka.J48(1),0.807018
327,weka.OneR(1),0.468293
328,weka.SMO_RBFKernel(1),0.649123
329,weka.J48(1),0.77193
330,weka.SMO_PolyKernel(1),0.991091
331,weka.J48(1),0.989978
332,weka.IBk(1),0.842105
333,weka.SMO_PolyKernel(1),0.746341
334,weka.OneR(1),0.836303
335,weka.IBk(1),0.877193
336,weka.SMO_PolyKernel(1),0.756098
337,weka.IBk(1),0.962138
338,weka.SMO_RBFKernel(1),0.649123
339,weka.J48(1),0.987751
340,weka.J48(1),0.77193
341,weka.SMO_RBFKernel(1),0.816258
342,weka.SMO_RBFKernel(1),0.95657
343,weka.J48(1),0.8
344,weka.J48(1),0.963252
345,weka.J48(1),0.8
346,weka.J48(1),0.8
347,weka.MultiClassClassifierUpdateable_SGD(1),0.62439
348,weka.FilteredClassifier_Discretize_J48(1),0.824561
349,weka.SMO_RBFKernel(1),0.649123
350,weka.LogitBoost_DecisionStump(1),0.834146
351,weka.SMO_RBFKernel(1),0.595122
352,weka.NaiveBayesUpdateable(1),0.55122
353,weka.SMO_RBFKernel(1),0.937639
354,weka.RandomForest(1),0.877193
355,weka.DecisionTable_BestFirst(1),0.807018
356,weka.SMO_PolyKernel(1),0.912281
357,weka.OneR(1),0.468293
358,weka.J48(1),0.556098
359,weka.IBk(1),0.965479
360,weka.LogitBoost_DecisionStump(1),0.912281
361,weka.Bagging_REPTree(1),0.877193
362,weka.LogitBoost_DecisionStump(1),0.912281
363,weka.SMO_RBFKernel(1),0.912281
364,weka.SMO_PolyKernel(1),0.756098
365,weka.SMO_RBFKernel(1),0.807018
366,weka.MultilayerPerceptron(1),0.760976
367,weka.LogitBoost_DecisionStump(1),0.988864
368,weka.J48(1),0.98441
369,weka.SMO_PolyKernel(1),0.836303
370,weka.J48(1),0.789474
371,weka.FilteredClassifier_Discretize_J48(1),0.785366
372,weka.J48(1),0.8
373,weka.SMO_RBFKernel(1),0.326829
374,weka.LogitBoost_DecisionStump(1),0.82439
375,weka.J48(1),0.565854
376,weka.SMO_RBFKernel(1),0.915367
377,weka.SMO_PolyKernel(1),0.912281
378,weka.J48(1),0.736842
379,weka.OneR(1),0.836303
380,weka.J48(1),0.964365
381,weka.SMO_RBFKernel(1),0.595122
382,weka.IBk(1),0.842105
383,weka.LogitBoost_DecisionStump(1),0.912281
384,weka.IBk(1),0.614634
385,weka.J48(1),0.985523
386,weka.SMO_RBFKernel(1),0.649123
387,weka.SMO_PolyKernel(1),0.760976
388,weka.IBk(1),0.668293
389,weka.Bagging_REPTree(1),0.859649
390,weka.SMO_RBFKernel(1),0.649123
391,weka.SMO_RBFKernel(1),0.649123
392,weka.J48(1),0.789474
393,weka.J48(1),0.98441
394,weka.LMT(1),0.929825
395,weka.SMO_PolyKernel(1),0.991091
396,weka.J48(1),0.789474
397,weka.IBk(1),0.894737
398,weka.SMO_RBFKernel(1),0.326829
399,weka.J48(1),0.77193
400,weka.ClassificationViaRegression_M5P(1),0.877193
401,weka.SMO_RBFKernel(1),0.761693
402,weka.MultiScheme_ZeroR(1),0.326829
403,weka.Bagging_REPTree(1),0.64878
404,weka.LMT(1),0.929825
405,weka.Bagging_REPTree(1),0.643902
406,weka.SMO_PolyKernel(1),0.988864
407,weka.Bagging_REPTree(1),0.989978
408,weka.Bagging_REPTree(1),0.643902
409,weka.IBk(1),0.614634
410,weka.J48(1),0.981069
411,weka.J48(1),0.736842
412,weka.Bagging_REPTree(1),0.985523
413,weka.J48(1),0.789474
414,weka.J48(1),0.789474
415,weka.SMO_PolyKernel(1),0.993318
416,weka.RandomForest(1),0.824561
417,weka.J48(1),0.639024
418,weka.SMO_RBFKernel(1),0.673171
419,weka.MultiClassClassifier_Logistic(1),0.947368
420,weka.SMO_RBFKernel(1),0.806236
421,weka.J48(1),0.985523
422,weka.Bagging_REPTree(1),0.986637
423,weka.SMO_RBFKernel(1),0.88196
424,weka.SMO_PolyKernel(1),0.912281
425,weka.LMT(1),0.741463
426,weka.Vote_ZeroR(1),0.326829
427,weka.SMO_RBFKernel(1),0.649123
428,weka.SMO_RBFKernel(1),0.983296
429,weka.SMO_PolyKernel(1),0.760976
430,weka.SMO_RBFKernel(1),0.77193
431,weka.J48(1),0.989978
432,weka.LMT(1),0.741463
433,weka.LMT(1),0.929825
434,weka.DecisionTable_BestFirst(1),0.604878
435,weka.IBk(1),0.969933
436,weka.J48(1),0.966592
437,weka.LogitBoost_DecisionStump(1),0.839024
438,weka.SMO_RBFKernel(1),0.849666
439,weka.SimpleLogistic(1),0.929825
440,weka.J48(1),0.966592
441,weka.SMO_PolyKernel(1),0.6
442,weka.SMO_RBFKernel(1),0.975501
443,weka.J48(1),0.988864
444,weka.J48(1),0.804878
445,weka.J48(1),0.807018
446,weka.LogitBoost_DecisionStump(1),0.929825
447,weka.IBk(1),0.673171
448,weka.J48(1),0.77193
449,weka.SMO_RBFKernel(1),0.682927
450,weka.IBk(1),0.859649
451,weka.OneR(1),0.687805
452,weka.J48(1),0.804878
453,weka.AdaBoostM1_DecisionStump(1),0.836303
454,weka.SMO_RBFKernel(1),0.719298
455,weka.SMO_RBFKernel(1),0.918708
456,weka.J48(1),0.707317
457,weka.RandomForest(1),0.995546
458,weka.Bagging_REPTree(1),0.877193
459,weka.LWL_DecisionStump(1),0.859649
460,weka.J48(1),0.989978
461,weka.J48(1),0.653659
462,weka.AdaBoostM1_DecisionStump(1),0.453659
463,weka.J48(1),0.789474
464,weka.AdaBoostM1_LADTree(1),0.859649
465,weka.AdaBoostM1_BFTree(1),0.877193
466,weka.Bagging_OneR(1),0.836303
467,weka.Bagging_JRip(1),0.988864
468,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_BFTree(1),0.973274
469,weka.MultiBoostAB_REPTree(1),0.996659
470,weka.MultiBoostAB_J48(1),0.995546
471,weka.AdaBoostM1_LMT(1),0.929825
472,weka.MultiBoostAB_LADTree(1),0.780488
473,weka.Bagging_RandomTree(1),0.894737
474,weka.AdaBoostM1_MultilayerPerceptron(1),0.929825
475,weka.MultiBoostAB_DecisionStump(1),0.929825
476,weka.AdaBoostM1_REPTree(1),0.697561
477,weka.AdaBoostM1_RandomForest(1),0.877193
478,weka.MultiBoostAB_LWL_DecisionStump(1),0.595122
479,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RandomForest(1),0.824561
480,weka.AdaBoostM1_NaiveBayes(1),0.944321
481,weka.Dagging_DecisionStump(1),0.836303
482,weka.AdaBoostM1_RandomForest(1),0.877193
483,weka.MultiBoostAB_DecisionStump(1),0.929825
484,weka.MultiBoostAB_IBk(1),0.842105
485,weka.Bagging_RandomForest(1),0.912281
486,weka.MultiBoostAB_REPTree(1),0.894737
487,weka.BayesNet_LAGDHillClimber(1),0.95657
488,weka.AdaBoostM1_REPTree(1),0.697561
489,weka.Bagging_LWL_DecisionStump(1),0.949889
490,weka.MultiBoostAB_LWL_DecisionStump(1),0.96882
491,weka.AdaBoostM1_OneR(1),0.643902
492,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_LADTree(1),0.789474
493,weka.J48(1),0.8
494,weka.Bagging_REPTree(1),0.64878
495,weka.Bagging_LMT(1),0.785366
496,weka.MultiBoostAB_RandomTree(1),0.877193
497,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_REPTree(1),0.643902
498,weka.Bagging_NaiveBayes(1),0.873051
499,weka.AdaBoostM1_BFTree(1),0.996659
500,weka.END_ND_J48(1),0.988864
501,weka.MultiBoostAB_NaiveBayes(1),0.546341
502,weka.Bagging_SMO_PolyKernel(1),0.964912
503,weka.Bagging_J48(1),0.819512
504,weka.AdaBoostM1_RandomForest(1),0.992205
505,weka.Bagging_SMO_PolyKernel(1),0.964912
506,weka.AdaBoostM1_LMT(1),0.994432
507,weka.MultiBoostAB_MultilayerPerceptron(1),0.987751
508,weka.RacedIncrementalLogitBoost_DecisionStump(1),0.649123
509,weka.Bagging_SMO_PolyKernel(1),0.977728
510,weka.AdaBoostM1_LMT(1),0.995546
511,weka.RacedIncrementalLogitBoost_DecisionStump(1),0.761693
512,weka.MultiBoostAB_RandomTree(1),0.82439
513,weka.MultiBoostAB_RandomForest(1),0.843902
514,weka.Bagging_OneR(1),0.687805
515,weka.Bagging_J48(1),0.894737
516,weka.AdaBoostM1_NaiveBayes(1),0.929825
517,weka.MultiBoostAB_NaiveBayes(1),0.912281
518,weka.AdaBoostM1_LWL_DecisionStump(1),0.98441
519,weka.AdaBoostM1_LMT(1),0.994432
520,weka.MultiBoostAB_MultilayerPerceptron(1),0.756098
521,weka.MultilayerPerceptron(1),0.947368
522,weka.Bagging_BFTree(1),0.814634
523,weka.Bagging_DecisionStump(1),0.836303
524,weka.Bagging_JRip(1),0.912281
525,weka.RBFClassifier(1),0.55122
526,weka.Bagging_RandomForest(1),0.82439
527,weka.BayesNet_HillClimber(1),0.877193
528,weka.MultiBoostAB_LMT(1),0.993318
529,weka.Bagging_SMO_PolyKernel(1),0.947368
530,weka.AdaBoostM1_LMT(1),0.994432
531,weka.AdaBoostM1_SMO_PolyKernel(1),0.736585
532,weka.Bagging_BFTree(1),0.877193
533,weka.Bagging_BFTree(1),0.991091
534,weka.AdaBoostM1_IBk(1),0.842105
535,weka.AdaBoostM1_MultilayerPerceptron(1),0.756098
536,weka.SPegasos(1),0.929825
537,weka.Bagging_OneR(1),0.859649
538,weka.Bagging_BFTree(1),0.985523
539,weka.MultiBoostAB_OneR(1),0.678049
540,weka.Bagging_RandomForest(1),0.912281
541,weka.AdaBoostM1_LMT(1),0.964912
542,weka.AdaBoostM1_LADTree(1),0.809756
543,weka.AdaBoostM1_OneR(1),0.849666
544,weka.Bagging_IBk(1),0.824561
545,weka.Bagging_DecisionStump(1),0.453659
546,weka.MultiBoostAB_IBk(1),0.736585
547,weka.MultiBoostAB_REPTree(1),0.992205
548,weka.MultiBoostAB_OneR(1),0.849666
549,weka.AdaBoostM1_SMO_PolyKernel(1),0.894737
550,weka.AdaBoostM1_LADTree(1),0.995546
551,weka.Bagging_JRip(1),0.912281
552,weka.Bagging_LWL_DecisionStump(1),0.585366
553,weka.MultiBoostAB_SMO_PolyKernel(1),0.912281
554,weka.MultiBoostAB_RandomTree(1),0.859649
555,weka.MultiBoostAB_REPTree(1),0.859649
556,weka.MultiBoostAB_RandomTree(1),0.819512
557,weka.MultiBoostAB_BFTree(1),0.877193
558,weka.MultiBoostAB_LMT(1),0.804878
559,weka.MultiBoostAB_MultilayerPerceptron(1),0.983296
560,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_NaiveBayes(1),0.859649
561,weka.AdaBoostM1_JRip(1),0.994432
562,weka.MultiBoostAB_REPTree(1),0.992205
563,weka.Bagging_MultilayerPerceptron(1),0.992205
564,weka.Bagging_SMO_PolyKernel(1),0.712195
565,weka.Bagging_BFTree(1),0.985523
566,weka.MultiBoostAB_OneR(1),0.849666
567,weka.Bagging_LADTree(1),0.98441
568,weka.Bagging_MultilayerPerceptron(1),0.929825
569,weka.Bagging_LADTree(1),0.98441
570,weka.MultiBoostAB_IBk(1),0.736585
571,weka.Bagging_RandomForest(1),0.912281
572,weka.LWL_RandomForest(1),0.964912
573,weka.Bagging_BFTree(1),0.843902
574,weka.AdaBoostM1_J48(1),0.994432
575,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_DecisionTable_BestFirst(1),0.629268
576,weka.Bagging_MultilayerPerceptron(1),0.992205
577,weka.AdaBoostM1_LADTree(1),0.894737
578,weka.Bagging_RandomTree(1),0.858537
579,weka.MultiBoostAB_LADTree(1),0.814634
580,weka.AdaBoostM1_RandomForest(1),0.877193
581,weka.AdaBoostM1_NaiveBayes(1),0.945434
582,weka.AdaBoostM1_REPTree(1),0.697561
583,weka.MultilayerPerceptron(1),0.992205
584,weka.Bagging_IBk(1),0.989978
585,weka.MultiBoostAB_LMT(1),0.947368
586,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RandomTree(1),0.971047
587,weka.AdaBoostM1_LWL_DecisionStump(1),0.947368
588,weka.MultiBoostAB_OneR(1),0.836303
589,weka.MultiBoostAB_RandomForest(1),0.992205
590,weka.MultiBoostAB_LMT(1),0.993318
591,weka.Bagging_RandomForest(1),0.82439
592,weka.SMO_RBFKernel(1),0.453659
593,weka.MultiBoostAB_OneR(1),0.842984
594,weka.AdaBoostM1_JRip(1),0.829268
595,weka.BFTree(1),0.717073
596,weka.Bagging_IBk(1),0.987751
597,weka.AdaBoostM1_RandomForest(1),0.853659
598,weka.Bagging_SMO_PolyKernel(1),0.707317
599,weka.MultiBoostAB_J48(1),0.894737
600,weka.MultiBoostAB_LWL_DecisionStump(1),0.604878
601,weka.AdaBoostM1_OneR(1),0.912281
602,weka.BayesNet_TabuSearch(1),0.653659
603,weka.SimpleCart(1),0.824561
604,weka.Bagging_LWL_DecisionStump(1),0.556098
605,weka.BayesNet_HillClimber(1),0.653659
606,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_LMT(1),0.969933
607,weka.MultiBoostAB_NaiveBayes(1),0.947368
608,weka.Bagging_LWL_DecisionStump(1),0.560976
609,weka.AdaBoostM1_J48(1),0.894737
610,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RBFClassifier(1),0.885301
611,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_SPegasos(1),0.912281
612,weka.Bagging_LADTree(1),0.987751
613,weka.AdaBoostM1_SMO_PolyKernel(1),0.992205
614,weka.Bagging_OneR(1),0.836303
615,weka.AdaBoostM1_BFTree(1),0.877193
616,weka.MultiBoostAB_NaiveBayes(1),0.929825
617,weka.Bagging_LWL_DecisionStump(1),0.57561
618,weka.MultilayerPerceptron(1),0.985523
619,weka.SimpleCart(1),0.712195
620,weka.AdaBoostM1_J48(1),0.894737
621,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_Bagging_REPTree(1),0.702439
622,weka.AdaBoostM1_BFTree(1),0.84878
623,weka.AdaBoostM1_MultilayerPerceptron(1),0.987751
624,weka.Bagging_LMT(1),0.765854
625,weka.MultiBoostAB_DecisionStump(1),0.894737
626,weka.MultilayerPerceptron(1),0.760976
627,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.966592
628,weka.MultiBoostAB_LADTree(1),0.877193
629,weka.Bagging_NaiveBayes(1),0.947368
630,weka.AdaBoostM1_NaiveBayes(1),0.546341
