,Flow,Accuracy
202,weka.MultiBoostAB_REPTree(1),0.992205
203,weka.Bagging_MultilayerPerceptron(1),0.992205
204,weka.Bagging_BFTree(1),0.985523
205,weka.MultiBoostAB_OneR(1),0.849666
206,weka.Bagging_LADTree(1),0.98441
207,weka.Bagging_LADTree(1),0.98441
208,weka.AdaBoostM1_J48(1),0.994432
209,weka.Bagging_MultilayerPerceptron(1),0.992205
210,weka.AdaBoostM1_NaiveBayes(1),0.945434
211,weka.MultilayerPerceptron(1),0.992205
212,weka.Bagging_IBk(1),0.989978
213,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RandomTree(1),0.971047
214,weka.MultiBoostAB_OneR(1),0.836303
215,weka.MultiBoostAB_RandomForest(1),0.992205
216,weka.MultiBoostAB_LMT(1),0.993318
217,weka.MultiBoostAB_OneR(1),0.842984
218,weka.Bagging_IBk(1),0.987751
219,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_LMT(1),0.969933
220,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_RBFClassifier(1),0.885301
221,weka.Bagging_LADTree(1),0.987751
222,weka.AdaBoostM1_SMO_PolyKernel(1),0.992205
223,weka.Bagging_OneR(1),0.836303
224,weka.MultilayerPerceptron(1),0.985523
225,weka.AdaBoostM1_MultilayerPerceptron(1),0.987751
226,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(1),0.966592
227,weka.AdaBoostM1_OneR(1),0.853007
228,weka.Bagging_BFTree(1),0.989978
229,weka.Bagging_DecisionStump(1),0.836303
230,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_REPTree(1),0.963252
231,weka.Bagging_JRip(1),0.986637
232,weka.MultiBoostAB_DecisionStump(1),0.836303
233,weka.Bagging_LWL_DecisionStump(1),0.947661
234,weka.MultiBoostAB_LWL_DecisionStump(1),0.986637
235,weka.Bagging_RandomTree(1),0.993318
236,weka.Bagging_OneR(1),0.836303
237,weka.MultiBoostAB_IBk(1),0.989978
238,weka.AdaBoostM1_REPTree(1),0.996659
239,weka.Bagging_SMO_PolyKernel(1),0.973274
240,weka.AdaBoostM1_RandomTree(1),0.976615
241,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_DTNB(1),0.958797
242,weka.Bagging_J48(1),0.992205
243,weka.AdaBoostM1_NaiveBayes(1),0.944321
244,weka.AdaBoostM1_JRip(1),0.995546
245,weka.BayesNet_TAN(1),0.985523
246,weka.AdaBoostM1_J48(1),0.996659
247,weka.MultiBoostAB_RandomTree(1),0.976615
248,weka.Bagging_MultilayerPerceptron(1),0.993318
249,weka.AdaBoostM1_JRip(1),0.995546
250,weka.MultiBoostAB_NaiveBayes(1),0.927617
251,weka.BayesNet_TabuSearch(1),0.957684
252,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_Bagging_REPTree(1),0.974388
253,weka.AdaBoostM1_MultilayerPerceptron(1),0.987751
254,weka.MultilayerPerceptron(1),0.989978
255,weka.AdaBoostM1_J48(1),0.994432
256,weka.MultiBoostAB_RandomForest(1),0.992205
257,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_SimpleLogistic(1),0.912027
258,weka.ZeroR(1),0.761693
259,weka.ZeroR(1),0.761693
260,weka.J48(1),0.985523
261,weka.MultiBoostAB_LADTree(1),0.995546
262,weka.MultiBoostAB_J48(1),0.996659
263,weka.LWL_NaiveBayes(1),0.888641
264,weka.Bagging_J48(1),0.991091
265,weka.ZeroR(1),0.761693
266,weka.ZeroR(2),0.761693
267,weka.ZeroR(2),0.761693
268,weka.ZeroR(2),0.761693
269,weka.ZeroR(2),0.761693
270,weka.ZeroR(2),0.761693
271,weka.J48(3),0.985523
272,weka.J48(3),0.985523
273,weka.J48(3),0.985523
274,weka.ZeroR(2),0.761693
275,weka.Ridor(1),0.98441
276,weka.JRip(2),0.98441
277,weka.ZeroR(2),0.761693
278,weka.ZeroR(2),0.761693
279,weka.ZeroR(2),0.761693
280,weka.OneR(3),0.836303
281,weka.OneR(3),0.836303
282,weka.OneR(3),0.836303
283,weka.OneR(3),0.836303
284,weka.ZeroR(2),0.761693
285,weka.ZeroR(2),0.761693
286,weka.NaiveBayes(2),0.865256
287,weka.NaiveBayes(2),0.874218
288,weka.J48(3),0.985523
289,weka.J48(3),0.985523
290,weka.J48(3),0.985523
291,weka.J48(3),0.985523
292,weka.J48(3),0.985523
293,weka.J48(3),0.985523
294,weka.ZeroR(2),0.761693
295,weka.J48(3),0.985523
296,weka.J48(3),0.985523
297,weka.ZeroR(2),0.761693
298,weka.ZeroR(2),0.761693
299,weka.ZeroR(2),0.761693
300,weka.ZeroR(2),0.761693
301,weka.ZeroR(2),0.761693
302,weka.Bagging_J48(2),0.992205
303,weka.Bagging_J48(2),0.992205
304,weka.Bagging_J48(2),0.991091
305,weka.Bagging_JRip(2),0.987751
306,weka.Bagging_JRip(2),0.987751
307,weka.DTNB(2),0.985523
308,weka.Bagging_JRip(2),0.988864
309,weka.ZeroR(2),0.761693
310,weka.ZeroR(2),0.522215
311,weka.ZeroR(2),0.761693
312,weka.ZeroR(2),0.761693
313,weka.ZeroR(2),0.761693
314,weka.ZeroR(2),0.761693
315,weka.ZeroR(2),0.761693
316,weka.OneR(3),0.836303
317,weka.OneR(3),0.836303
318,weka.Bagging_REPTree(3),0.98441
319,weka.SMO_PolyKernel(6),0.973274
320,HIKNN(1),0.761693
321,HIKNN(1),0.761693
322,weka.Bagging_LMT(2),0.992205
323,weka.Bagging_LMT(2),0.992205
324,weka.NaiveBayes(2),0.865256
325,RandomRules(1),0.930958
326,RandomRules(1),0.994055
327,weka.Bagging_LMT(2),0.992205
328,weka.Bagging_LMT(2),0.993318
329,weka.Bagging_LMT(2),0.991091
330,weka.Bagging_LWL_DecisionStump(2),0.949889
331,weka.Bagging_LWL_DecisionStump(2),0.949889
332,weka.Bagging_LWL_DecisionStump(2),0.947661
333,weka.Bagging_LWL_DecisionStump(2),0.947661
334,weka.Bagging_LWL_DecisionStump(2),0.947661
335,weka.Bagging_LWL_DecisionStump(2),0.947661
336,weka.Bagging_LWL_DecisionStump(2),0.947661
337,weka.Bagging_LWL_DecisionStump(2),0.947661
338,weka.ZeroR(2),0.761693
339,weka.ZeroR(2),0.761693
340,weka.ZeroR(2),0.761693
341,weka.ZeroR(2),0.761693
342,weka.ZeroR(2),0.761693
343,weka.FilteredClassifier_AttributeSelection_Ranker_PrincipalComponents_NaiveBayes(1),0.875278
344,weka.Vote_J48(1),0.986637
345,weka.Bagging_MultilayerPerceptron(2),0.992205
346,RandomRules(1),0.930958
347,RandomRules(1),0.930958
348,RandomRules(1),0.930958
349,RandomRules(1),0.930958
350,weka.Ridor(2),0.98441
351,weka.ZeroR(2),0.761693
352,weka.ZeroR(2),0.761693
353,weka.Bagging_NaiveBayes(2),0.86971
354,weka.RotationForest_PrincipalComponents_J48(3),0.986637
355,weka.Bagging_OneR(2),0.836303
356,weka.RotationForest_PrincipalComponents_J48(3),0.991091
357,weka.RotationForest_PrincipalComponents_J48(3),0.991091
358,weka.Bagging_OneR(2),0.836303
359,weka.RotationForest_PrincipalComponents_J48(3),0.989978
360,weka.RotationForest_PrincipalComponents_J48(3),0.989978
361,weka.RotationForest_PrincipalComponents_J48(3),0.989978
362,weka.Bagging_OneR(2),0.836303
363,weka.RotationForest_PrincipalComponents_J48(3),0.988864
364,weka.RotationForest_PrincipalComponents_J48(3),0.988864
365,weka.RotationForest_PrincipalComponents_J48(3),0.988864
366,weka.RotationForest_PrincipalComponents_J48(3),0.988864
367,weka.Bagging_OneR(2),0.836303
368,weka.Bagging_RandomForest(2),0.991091
369,weka.Bagging_RandomForest(2),0.991091
370,weka.Bagging_RandomForest(2),0.993318
371,weka.Bagging_RandomForest(2),0.993318
372,weka.Bagging_RandomForest(2),0.993318
373,weka.Bagging_RandomForest(2),0.993318
374,weka.Bagging_RandomTree(2),0.994432
375,weka.Bagging_RandomTree(2),0.994432
376,weka.Bagging_RandomTree(2),0.994432
377,weka.Bagging_RandomTree(2),0.991091
378,weka.Bagging_REPTree(3),0.985523
379,weka.Bagging_REPTree(3),0.986637
380,weka.Bagging_REPTree(3),0.989978
381,weka.Bagging_SMO_PolyKernel(2),0.977728
382,weka.Bagging_SMO_PolyKernel(2),0.977728
383,weka.ZeroR(2),0.761693
384,weka.ZeroR(2),0.761693
385,weka.ZeroR(2),0.522215
386,weka.OneR(3),0.836303
387,weka.OneR(3),0.674593
388,weka.J48(13),0.985523
389,weka.J48(13),0.994681
390,weka.ZeroR(2),0.761693
391,weka.Bagging_SMO_PolyKernel(2),0.977728
392,weka.Bagging_SMO_PolyKernel(2),0.978842
393,weka.Bagging_SMO_PolyKernel(2),0.973274
394,weka.J48(13),0.985523
395,weka.J48(13),0.985523
396,weka.J48(13),0.985523
397,weka.J48(13),0.985523
398,weka.J48(13),0.985523
399,weka.J48(13),0.985523
400,weka.AdaBoostM1_DecisionStump(2),0.836303
401,weka.NaiveBayes(2),0.865256
402,weka.Logistic(3),0.987751
403,weka.SMO_PolyKernel(6),0.973274
404,weka.SMO_RBFKernel(2),0.918708
405,weka.IBk(2),0.989978
406,weka.JRip(2),0.98441
407,weka.RandomForest(2),0.994432
408,weka.A1DE(2),0.987751
409,weka.AdaBoostM1_BFTree(2),0.994432
410,weka.AdaBoostM1_BFTree(2),0.996659
411,weka.AdaBoostM1_BFTree(2),0.996659
412,weka.AdaBoostM1_BFTree(2),0.996659
413,weka.AdaBoostM1_DecisionStump(2),0.836303
414,weka.AdaBoostM1_DecisionStump(2),0.836303
415,weka.AdaBoostM1_IBk(2),0.989978
416,weka.AdaBoostM1_IBk(2),0.989978
417,weka.AdaBoostM1_J48(2),0.994432
418,weka.AdaBoostM1_J48(2),0.994432
419,weka.AdaBoostM1_J48(2),0.996659
420,weka.AdaBoostM1_J48(2),0.996659
421,weka.AdaBoostM1_J48(2),0.996659
422,weka.AdaBoostM1_JRip(2),0.994432
423,weka.AdaBoostM1_JRip(2),0.995546
424,weka.AdaBoostM1_JRip(2),0.995546
425,weka.AdaBoostM1_JRip(2),0.995546
426,weka.AdaBoostM1_LADTree(2),0.995546
427,weka.AdaBoostM1_LADTree(2),0.995546
428,weka.AdaBoostM1_LADTree(2),0.994432
429,weka.AdaBoostM1_LADTree(2),0.993318
430,weka.AdaBoostM1_LMT(2),0.993318
431,weka.AdaBoostM1_LMT(2),0.994432
432,weka.AdaBoostM1_LMT(2),0.994432
433,weka.AdaBoostM1_LMT(2),0.994432
434,weka.AdaBoostM1_LMT(2),0.995546
435,weka.LWL_DecisionStump(2),0.955457
436,weka.AdaBoostM1_LWL_DecisionStump(2),0.989978
437,weka.AdaBoostM1_LWL_DecisionStump(2),0.987751
438,classif.J48(1),0.987751
439,weka.AdaBoostM1_LWL_DecisionStump(2),0.987751
440,weka.AdaBoostM1_LWL_DecisionStump(2),0.98441
441,weka.AdaBoostM1_LWL_DecisionStump(2),0.982183
442,weka.AdaBoostM1_NaiveBayes(2),0.944321
443,weka.AdaBoostM1_NaiveBayes(2),0.944321
444,weka.AdaBoostM1_NaiveBayes(2),0.944321
445,weka.AdaBoostM1_NaiveBayes(2),0.945434
446,weka.AdaBoostM1_NaiveBayes(2),0.929844
447,weka.AdaBoostM1_OneR(2),0.853007
448,weka.AdaBoostM1_OneR(2),0.849666
449,weka.AdaBoostM1_OneR(2),0.849666
450,weka.AdaBoostM1_OneR(2),0.849666
451,weka.AdaBoostM1_OneR(2),0.849666
452,weka.AdaBoostM1_RandomForest(2),0.993318
453,weka.AdaBoostM1_RandomForest(2),0.993318
454,weka.AdaBoostM1_RandomForest(2),0.993318
455,weka.AdaBoostM1_RandomForest(2),0.993318
456,weka.AdaBoostM1_RandomForest(2),0.993318
457,weka.AdaBoostM1_RandomTree(2),0.976615
458,weka.AdaBoostM1_RandomTree(2),0.976615
459,weka.AdaBoostM1_RandomTree(2),0.976615
460,weka.AdaBoostM1_RandomTree(2),0.976615
461,weka.AdaBoostM1_RandomTree(2),0.976615
462,weka.AdaBoostM1_REPTree(2),0.996659
463,weka.AdaBoostM1_REPTree(2),0.996659
464,weka.AdaBoostM1_REPTree(2),0.996659
465,weka.AdaBoostM1_REPTree(2),0.996659
466,weka.AdaBoostM1_REPTree(2),0.996659
467,weka.AdaBoostM1_SMO_PolyKernel(2),0.993318
468,weka.AdaBoostM1_SMO_PolyKernel(2),0.993318
469,weka.AdaBoostM1_SMO_PolyKernel(2),0.992205
470,classif.J48(1),0.985523
471,weka.SMO_RBFKernel(2),0.918708
472,weka.A2DE(2),0.988864
473,weka.AdaBoostM1_BFTree(2),0.994432
474,weka.AdaBoostM1_BFTree(2),0.996659
475,weka.AdaBoostM1_J48(2),0.994432
476,weka.AdaBoostM1_J48(2),0.994432
477,weka.AdaBoostM1_J48(2),0.996659
478,weka.Decorate(1),0.991091
479,weka.J48(13),0.985523
480,weka.AdaBoostM1_DecisionStump(2),0.836303
481,weka.AdaBoostM1_DecisionStump(2),0.836303
482,weka.J48(13),0.985523
483,weka.J48(13),0.985523
484,weka.ZeroR(2),0.761693
485,weka.ZeroR(2),0.761693
486,weka.J48(28),0.985523
487,weka.ZeroR(8),0.761693
488,weka.Ridor(3),0.98441
489,weka.OneR(17),0.836303
490,weka.PART(3),0.982183
491,weka.OLM(3),0.845212
492,weka.NNge(3),0.989978
493,weka.SimpleCart(3),0.982183
494,weka.REPTree(9),0.982183
495,weka.RandomTree(10),0.982183
496,weka.RandomForest(5),0.994432
497,weka.NBTree(3),0.98441
498,weka.LMT(3),0.993318
499,weka.LADTree(3),0.982183
500,weka.J48graft(1),0.986637
501,weka.HoeffdingTree(3),0.761693
502,weka.FT(1),0.991091
503,weka.DecisionStump(4),0.771715
504,weka.BFTree(3),0.98441
505,weka.JRip(4),0.98441
506,weka.DTNB(3),0.985523
507,weka.DecisionTable_BestFirst(5),0.953229
508,weka.ConjunctiveRule(3),0.841871
509,weka.CHIRP(1),0.987751
510,weka.HyperPipes(1),0.977728
511,weka.InputMappedClassifier_ZeroR(1),0.761693
512,weka.VFI(1),0.722717
513,weka.IB1(1),0.989978
514,weka.IBk(4),0.989978
515,weka.KStar(3),0.953229
516,weka.LWL_DecisionStump(3),0.955457
517,weka.LibLINEAR(1),0.750557
518,weka.Logistic(5),0.988864
519,weka.MultilayerPerceptron(3),0.985523
520,weka.MultilayerPerceptronCS(1),0.985523
521,weka.RBFClassifier(3),0.889755
522,weka.RBFNetwork(3),0.943207
523,weka.END_ND_J48(2),0.988864
524,weka.Grading_ZeroR(1),0.761693
525,weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(1),0.98441
526,weka.RacedIncrementalLogitBoost_DecisionStump(2),0.761693
527,weka.RandomCommittee_RandomTree(2),0.992205
528,weka.Vote_ZeroR(2),0.761693
529,weka.LogitBoost_DecisionStump(2),0.98441
530,weka.LogitBoost_DecisionStump(2),0.988864
531,weka.LogitBoost_DecisionStump(2),0.992205
532,weka.LogitBoost_DecisionStump(2),0.994432
533,weka.LogitBoost_DecisionStump(2),0.994432
534,weka.MultiBoostAB_DecisionStump(2),0.776169
535,weka.MultiBoostAB_DecisionStump(2),0.836303
536,weka.MultiBoostAB_DecisionStump(2),0.836303
537,weka.MultiBoostAB_DecisionStump(2),0.836303
538,weka.MultiBoostAB_DecisionStump(2),0.836303
539,weka.MultiBoostAB_NaiveBayes(2),0.944321
540,weka.MultiBoostAB_NaiveBayes(2),0.944321
541,weka.MultiBoostAB_NaiveBayes(2),0.945434
542,weka.MultiBoostAB_NaiveBayes(2),0.927617
543,weka.MultiBoostAB_NaiveBayes(2),0.883073
544,weka.J48(28),0.994681
545,weka.ZeroR(8),0.522215
546,weka.Ridor(3),0.883917
547,weka.MultiBoostAB_MultilayerPerceptron(2),0.983296
548,weka.OneR(17),0.674593
549,weka.Prism(3),0.981539
550,weka.PART(3),0.9903
551,weka.OLM(3),0.567584
552,weka.A2DE(3),0.988864
553,weka.BayesNet_K2(6),0.961024
554,weka.BayesNet_K2(6),0.874218
555,weka.LibSVM(2),0.85078
556,weka.LibLINEAR(1),0.631403
557,weka.SimpleLogistic(3),0.992205
558,weka.SMO_PolyKernel(10),0.973274
559,weka.SMO_RBFKernel(3),0.916481
560,weka.IBk(4),0.971047
561,weka.IBk(4),0.969933
562,weka.AdaBoostM1_DecisionStump(12),0.836303
563,weka.AdaBoostM1_DecisionStump(12),0.836303
564,weka.AdaBoostM1_DecisionStump(12),0.836303
565,weka.AdaBoostM1_DecisionStump(12),0.836303
566,weka.AdaBoostM1_DecisionStump(12),0.836303
567,weka.AttributeSelectedClassifier_CfsSubsetEval_BestFirst_J48(3),0.966592
568,weka.LogitBoost_DecisionStump(3),0.98441
569,weka.RandomSubSpace_REPTree(4),0.989978
570,weka.Bagging_REPTree(8),0.98441
571,weka.Bagging_REPTree(8),0.985523
572,weka.Bagging_REPTree(8),0.989978
573,classif.rpart(1),0.976615
574,classif.randomForest(1),0.992205
575,classif.rpart(1),0.992205
576,classif.rpart(1),0.992205
577,classif.rpart(1),0.992205
578,classif.rpart(1),0.992205
579,classif.randomForest(1),0.992205
580,classif.rpart(1),0.992205
581,classif.randomForest(1),0.992205
582,classif.rpart(1),0.992205
583,classif.randomForest(1),0.992205
584,weka.NaiveBayes(10),0.865256
585,weka.FilteredClassifier_Standardize_NaiveBayes(1),0.860802
586,weka.FilteredClassifier_Standardize_NaiveBayes(1),0.874218
587,classif.rpart(1),0.976615
588,classif.rpart(1),0.976615
589,classif.rpart(1),0.976615
590,classif.rpart(1),0.992205
591,classif.randomForest(1),0.992205
592,classif.rpart(1),0.992205
593,classif.J48(1),0.992205
594,classif.rpart(1),0.992205
595,classif.J48(1),0.992205
596,weka.FilteredClassifier_Discretize_J48(4),0.986637
597,weka.AttributeSelectedClassifier_PrincipalComponents_Ranker_J48(1),0.95657
598,weka.FilteredClassifier_PrincipalComponents_J48(1),0.95657
599,weka.A1DE(4),0.987751
600,weka.Bagging_REPTree(8),0.986637
601,weka.LogitBoost_DecisionStump(3),0.988864
602,weka.RandomSubSpace_REPTree(4),0.986637
603,weka.FURIA(1),0.986637
604,weka.LBR(3),0.967146
605,weka.LogitBoost_DecisionStump(3),0.983296
606,weka.LogitBoost_DecisionStump(3),0.994432
607,weka.LADTree(4),0.982183
608,weka.LogitBoost_DecisionStump(3),0.992205
609,weka.RandomSubSpace_REPTree(4),0.989978
610,weka.RandomSubSpace_REPTree(4),0.992205
611,weka.RandomSubSpace_REPTree(4),0.992205
612,weka.J48(13),0.985523
613,classif.rpart(1),0.976615
614,classif.rpart(1),0.976615
615,weka.RandomForest(5),0.994432
616,weka.Bagging_REPTree(8),0.98441
617,weka.A1DE(4),0.987751
618,weka.BayesNet_K2(6),0.961024
619,weka.KernelLogisticRegression_RBFKernel(1),0.990613
620,weka.A1DE(4),0.987751
621,weka.ZeroR(8),0.761693
622,weka.BayesNet_K2(6),0.961024
623,weka.Bagging_REPTree(8),0.98441
624,weka.BayesNet_K2(6),0.961024
625,weka.A1DE(4),0.987751
626,weka.RandomForest(5),0.994432
627,weka.BayesNet_K2(6),0.961024
628,weka.LibSVM(2),0.938673
